pair_id,entry_ts,reference,candidate,channel,meets_gate_rule,candidate_in_position,pnl_usd,return_pct,bars_held,entry_context,entry_vdo,entry_er30,entry_price_to_slow_atr,failure_mode,is_winner
x0_stretch18,2020-04-15T20:00:00Z,X0,X0_CHOP_STRETCH18,sequence_removed,False,True,17.58,0.0768,30,chop,0.006276,0.095023,-0.808802,winner,True
x0_stretch18,2020-05-28T20:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-88.8,-0.332,29,chop,0.015029,0.116689,2.303405,late_exit_giveback,False
x0_stretch18,2020-06-04T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-1190.43,-4.4658,47,chop,0.002262,0.086967,1.893174,trail_stop_noise,False
x0_stretch18,2020-06-23T20:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-1152.27,-4.5247,5,chop,0.001437,0.195975,1.878025,other_loss,False
x0_stretch18,2020-08-03T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,459.87,1.7419,52,chop,0.007386,0.049459,2.797366,winner,True
x0_stretch18,2020-08-19T12:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-1118.16,-4.0507,37,chop,0.001677,0.035394,1.848532,other_loss,False
x0_stretch18,2020-10-29T16:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,8636.81,30.4098,166,chop,0.003435,0.103267,4.378155,winner,True
x0_stretch18,2021-03-18T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-6527.69,-6.2209,29,chop,0.002013,0.06414,3.140301,trail_stop_noise,False
x0_stretch18,2021-03-23T00:00:00Z,X0,X0_CHOP_STRETCH18,sequence_removed,False,True,-3966.88,-4.0312,15,transition,0.001594,0.290721,-0.795447,late_exit_giveback,False
x0_stretch18,2021-08-18T16:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,4159.26,3.5274,38,chop,0.008228,0.038595,2.560634,winner,True
x0_stretch18,2021-10-02T12:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,33591.26,29.7787,117,chop,0.005264,0.236595,2.966948,winner,True
x0_stretch18,2021-10-25T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-2889.85,-1.974,14,chop,0.006694,0.190405,2.146706,late_exit_giveback,False
x0_stretch18,2021-11-15T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-11483.39,-7.7748,6,chop,0.004944,0.049102,2.504806,trail_stop_noise,False
x0_stretch18,2022-04-01T20:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-6991.77,-5.206,29,chop,0.001884,0.139664,3.296693,trail_stop_noise,False
x0_stretch18,2022-07-28T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-1535.86,-1.2647,28,chop,0.001533,0.046928,2.578542,late_exit_giveback,False
x0_stretch18,2022-10-05T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-4514.11,-4.1029,16,chop,0.000806,0.244274,1.977487,false_breakout,False
x0_stretch18,2023-01-31T16:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-828.57,-0.6058,30,chop,0.000845,0.037625,4.416838,late_exit_giveback,False
x0_stretch18,2023-02-23T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-6710.72,-5.6694,11,chop,0.000569,0.032881,2.417528,other_loss,False
x0_stretch18,2023-02-27T04:00:00Z,X0,X0_CHOP_STRETCH18,sequence_removed,False,True,-6369.92,-5.7049,24,chop,5.5e-05,0.152804,0.415991,trail_stop_noise,False
x0_stretch18,2023-03-28T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,2648.2,2.433,71,chop,0.00403,0.021135,2.254634,winner,True
x0_stretch18,2023-04-09T04:00:00Z,X0,X0_CHOP_STRETCH18,sequence_removed,True,True,6610.39,5.929,49,chop,0.002739,0.050124,2.358598,winner,True
x0_stretch18,2023-04-18T08:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-2753.96,-2.3318,9,chop,0.005896,0.075699,2.878702,late_exit_giveback,False
x0_stretch18,2023-06-29T08:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-515.36,-0.4469,38,chop,0.000331,0.054512,4.678355,late_exit_giveback,False
x0_stretch18,2023-07-06T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-2043.24,-1.7796,26,chop,0.002711,0.010025,3.05725,late_exit_giveback,False
x0_stretch18,2023-07-10T20:00:00Z,X0,X0_CHOP_STRETCH18,sequence_removed,True,True,-3190.34,-2.8291,24,chop,0.00906,0.104061,3.661941,late_exit_giveback,False
x0_stretch18,2023-10-04T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-689.62,-0.645,41,chop,0.009415,0.127458,1.889504,late_exit_giveback,False
x0_stretch18,2023-11-15T12:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-1815.21,-1.3772,8,chop,0.008392,0.167717,2.520614,late_exit_giveback,False
x0_stretch18,2023-11-17T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-3280.15,-2.5233,29,chop,0.001617,0.061535,1.952583,trail_stop_noise,False
x0_stretch18,2023-11-23T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-1523.51,-1.2023,26,chop,0.003925,0.149952,2.380072,trail_stop_noise,False
x0_stretch18,2024-03-06T08:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-297.37,-0.148,63,chop,0.001129,0.213223,4.613469,late_exit_giveback,False
x0_stretch18,2024-04-01T20:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-11432.94,-6.2494,4,chop,0.006474,0.072617,1.900515,other_loss,False
x0_stretch18,2024-05-24T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-2185.16,-1.2502,33,chop,0.00283,0.041701,1.981303,late_exit_giveback,False
x0_stretch18,2024-07-26T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-2054.5,-1.1933,26,chop,0.005934,0.009246,3.077647,late_exit_giveback,False
x0_stretch18,2024-10-07T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-7465.73,-4.4119,16,chop,0.0173,0.165685,1.910273,trail_stop_noise,False
x0_stretch18,2024-10-24T20:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,3590.9,2.0973,42,chop,0.011311,0.016313,3.507273,winner,True
x0_stretch18,2024-11-26T16:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,12215.92,5.1569,77,chop,0.003618,0.193493,2.157319,winner,True
x0_stretch18,2025-03-27T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-11242.82,-4.6062,9,chop,0.004508,0.249859,1.87408,false_breakout,False
x0_stretch18,2025-05-06T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,32556.05,12.658,117,chop,0.006955,0.043318,2.808423,winner,True
x0_stretch18,2025-05-27T00:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-11200.92,-3.8657,17,chop,0.000728,0.010718,3.825996,false_breakout,False
x0_stretch18,2025-05-30T20:00:00Z,X0,X0_CHOP_STRETCH18,sequence_removed,False,True,-1677.98,-0.6024,35,chop,0.00038,0.170081,-0.62438,other_loss,False
x0_stretch18,2025-06-26T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-6084.95,-2.2503,33,chop,0.027433,0.229967,2.259427,trail_stop_noise,False
x0_stretch18,2025-07-03T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,19310.19,7.3056,72,chop,0.017682,0.101223,2.653859,winner,True
x0_stretch18,2025-07-15T08:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-4700.0,-1.6571,59,chop,0.001991,0.243671,3.570983,late_exit_giveback,False
x0_stretch18,2025-07-27T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-7071.33,-2.5352,29,chop,0.000638,0.060364,2.006961,trail_stop_noise,False
x0_stretch18,2025-10-08T12:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-15665.22,-5.5373,14,chop,0.010437,0.131829,4.004412,trail_stop_noise,False
x0_stretch18,2026-01-03T04:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,111.19,0.0434,30,chop,0.035008,0.01706,2.113393,winner,True
x0_stretch18,2026-01-18T20:00:00Z,X0,X0_CHOP_STRETCH18,direct_gate_avoided,True,False,-8786.14,-3.3059,2,chop,0.00216,0.089178,4.287828,other_loss,False
x0e5_stretch18,2019-04-12T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,384.53,3.1163,80,chop,7.3e-05,0.05851,3.165448,winner,True
x0e5_stretch18,2019-05-31T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-876.17,-4.376,19,chop,0.003306,0.018014,2.861619,trail_stop_noise,False
x0e5_stretch18,2019-06-29T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-3949.97,-12.9585,14,chop,0.001574,0.118129,2.474828,false_breakout,False
x0e5_stretch18,2019-08-12T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-1758.05,-7.0019,9,chop,0.008953,0.090591,1.856959,other_loss,False
x0e5_stretch18,2019-10-31T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-880.68,-4.1212,52,chop,0.001866,0.119054,2.302927,trail_stop_noise,False
x0e5_stretch18,2020-01-10T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,1547.11,7.1954,52,chop,0.0001,0.234078,3.152531,winner,True
x0e5_stretch18,2020-01-21T12:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-906.93,-3.9349,13,chop,0.002066,0.040767,3.056539,trail_stop_noise,False
x0e5_stretch18,2020-02-11T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-813.4,-3.1562,25,chop,0.00441,0.21023,5.558384,late_exit_giveback,False
x0e5_stretch18,2020-04-12T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-1525.84,-6.238,17,chop,0.003969,0.08315,2.110599,other_loss,False
x0e5_stretch18,2020-04-15T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,sequence_removed,False,True,17.62,0.0768,30,chop,0.006276,0.095023,-0.808802,winner,True
x0e5_stretch18,2020-05-28T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-89.14,-0.332,29,chop,0.015029,0.116689,2.303405,late_exit_giveback,False
x0e5_stretch18,2020-06-04T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-532.27,-1.9891,46,chop,0.002262,0.086967,1.893174,trail_stop_noise,False
x0e5_stretch18,2020-06-23T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-966.5,-3.6851,4,chop,0.001437,0.195975,1.878025,other_loss,False
x0e5_stretch18,2020-08-02T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,319.24,1.1377,54,chop,0.002009,0.066048,3.015561,winner,True
x0e5_stretch18,2020-08-19T12:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-1181.38,-4.0507,37,chop,0.001677,0.035394,1.848532,other_loss,False
x0e5_stretch18,2020-10-29T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,3298.06,10.896,57,chop,0.00139,0.072168,3.595271,winner,True
x0e5_stretch18,2020-11-11T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,5313.94,15.8311,89,chop,0.00131,0.069844,4.152837,winner,True
x0e5_stretch18,2021-01-05T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,9449.3,13.0537,36,chop,0.005572,0.134266,3.078693,winner,True
x0e5_stretch18,2021-03-18T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-7562.95,-6.2209,29,chop,0.002013,0.06414,3.140301,trail_stop_noise,False
x0e5_stretch18,2021-03-23T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,sequence_removed,False,True,-4301.39,-3.7728,12,transition,0.001594,0.290721,-0.795447,other_loss,False
x0e5_stretch18,2021-08-18T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,4904.86,3.5274,38,chop,0.008228,0.038595,2.560634,winner,True
x0e5_stretch18,2021-10-02T12:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,41772.69,31.4022,115,chop,0.005264,0.236595,2.966948,winner,True
x0e5_stretch18,2021-10-25T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-3450.52,-1.974,14,chop,0.006694,0.190405,2.146706,late_exit_giveback,False
x0e5_stretch18,2021-11-15T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-13795.19,-7.7748,6,chop,0.004944,0.049102,2.504806,trail_stop_noise,False
x0e5_stretch18,2022-04-01T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-8551.24,-5.206,29,chop,0.001884,0.139664,3.296693,trail_stop_noise,False
x0e5_stretch18,2022-07-28T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-1878.42,-1.2647,28,chop,0.001533,0.046928,2.578542,late_exit_giveback,False
x0e5_stretch18,2022-10-05T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-5222.81,-4.1029,16,chop,0.000806,0.244274,1.977487,false_breakout,False
x0e5_stretch18,2023-01-31T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-2311.44,-1.4849,31,chop,0.000845,0.037625,4.416838,late_exit_giveback,False
x0e5_stretch18,2023-02-23T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-7580.08,-5.6766,10,chop,0.000569,0.032881,2.417528,other_loss,False
x0e5_stretch18,2023-02-27T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,sequence_removed,False,True,-7185.46,-5.7049,24,chop,5.5e-05,0.152804,0.415991,trail_stop_noise,False
x0e5_stretch18,2023-03-23T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-3793.06,-3.1213,26,chop,0.001176,0.028162,3.99311,trail_stop_noise,False
x0e5_stretch18,2023-03-28T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,2773.14,2.3556,74,chop,0.00403,0.021135,2.254634,winner,True
x0e5_stretch18,2023-04-09T12:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,sequence_removed,True,True,7590.16,6.2988,47,chop,0.000976,0.113642,1.928882,winner,True
x0e5_stretch18,2023-04-18T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-2629.12,-2.0525,7,chop,0.005896,0.075699,2.878702,late_exit_giveback,False
x0e5_stretch18,2023-06-29T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-564.84,-0.4469,38,chop,0.000331,0.054512,4.678355,late_exit_giveback,False
x0e5_stretch18,2023-07-06T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-2226.79,-1.7696,53,chop,0.002711,0.010025,3.05725,late_exit_giveback,False
x0e5_stretch18,2023-10-04T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-782.63,-0.645,41,chop,0.009415,0.127458,1.889504,late_exit_giveback,False
x0e5_stretch18,2023-11-15T12:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-68.21,-0.0456,7,chop,0.008392,0.167717,2.520614,late_exit_giveback,False
x0e5_stretch18,2023-11-17T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-3772.82,-2.5233,29,chop,0.001617,0.061535,1.952583,trail_stop_noise,False
x0e5_stretch18,2023-11-23T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-1752.34,-1.2023,26,chop,0.003925,0.149952,2.380072,trail_stop_noise,False
x0e5_stretch18,2024-03-06T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,8738.58,3.5881,51,chop,0.001129,0.213223,4.613469,winner,True
x0e5_stretch18,2024-04-01T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-11638.41,-5.0597,3,chop,0.006474,0.072617,1.900515,other_loss,False
x0e5_stretch18,2024-05-24T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-1754.22,-0.7887,25,chop,0.00283,0.041701,1.981303,late_exit_giveback,False
x0e5_stretch18,2024-05-29T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,257.09,0.1165,58,chop,0.00143,0.073352,2.032846,winner,True
x0e5_stretch18,2024-07-26T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-2444.88,-1.1399,24,chop,0.005934,0.009246,3.077647,late_exit_giveback,False
x0e5_stretch18,2024-10-07T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-9451.3,-4.4119,16,chop,0.0173,0.165685,1.910273,trail_stop_noise,False
x0e5_stretch18,2024-10-24T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,4545.93,2.0973,42,chop,0.011311,0.016313,3.507273,winner,True
x0e5_stretch18,2024-11-26T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,11613.12,3.9317,56,chop,0.003618,0.193493,2.157319,winner,True
x0e5_stretch18,2025-03-27T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-13856.8,-4.6062,9,chop,0.004508,0.249859,1.87408,false_breakout,False
x0e5_stretch18,2025-05-06T00:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,25819.87,8.1451,81,chop,0.006955,0.043318,2.808423,winner,True
x0e5_stretch18,2025-05-19T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,6532.13,1.9054,26,chop,0.001212,0.066353,3.240545,winner,True
x0e5_stretch18,2025-05-24T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-12041.27,-3.4468,30,chop,0.00532,0.178039,3.657574,trail_stop_noise,False
x0e5_stretch18,2025-05-30T20:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,sequence_removed,False,True,-2031.91,-0.6024,35,chop,0.00038,0.170081,-0.62438,other_loss,False
x0e5_stretch18,2025-06-26T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-7368.44,-2.2503,33,chop,0.027433,0.229967,2.259427,trail_stop_noise,False
x0e5_stretch18,2025-07-03T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,23383.26,7.3056,72,chop,0.017682,0.101223,2.653859,winner,True
x0e5_stretch18,2025-07-15T08:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-5691.36,-1.6571,59,chop,0.001991,0.243671,3.570983,late_exit_giveback,False
x0e5_stretch18,2025-07-27T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-8562.88,-2.5352,29,chop,0.000638,0.060364,2.006961,trail_stop_noise,False
x0e5_stretch18,2025-08-12T16:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-6273.9,-1.889,12,chop,0.026878,0.194677,2.796353,late_exit_giveback,False
x0e5_stretch18,2025-10-08T12:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,-12266.64,-3.6284,13,chop,0.010437,0.131829,4.004412,trail_stop_noise,False
x0e5_stretch18,2026-01-03T04:00:00Z,X0_E5EXIT,X0E5_CHOP_STRETCH18,direct_gate_avoided,True,False,1979.99,0.6345,27,chop,0.035008,0.01706,2.113393,winner,True
