pair_id,entry_ts,reference,candidate,ref_exit_ts,cand_exit_ts,ref_pnl_usd,cand_pnl_usd,d_pnl_usd,ref_return_pct,cand_return_pct,d_return_pct,ref_bars_held,cand_bars_held,d_bars_held,exit_timing,ref_exit_reason,cand_exit_reason,ref_failure_mode,cand_failure_mode,ref_is_winner,cand_is_winner
x0_stretch18,2019-08-03T20:00:00Z,X0,X0_CHOP_STRETCH18,2019-08-10T20:00:00Z,2019-08-10T20:00:00Z,919.17,1081.72,162.55,3.9065,3.9065,0.0,42,42,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2019-09-06T08:00:00Z,X0,X0_CHOP_STRETCH18,2019-09-09T04:00:00Z,2019-09-09T04:00:00Z,-1012.41,-1201.0,-188.59,-4.3582,-4.3582,0.0,17,17,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2019-09-14T16:00:00Z,X0,X0_CHOP_STRETCH18,2019-09-16T20:00:00Z,2019-09-16T20:00:00Z,-615.34,-729.96,-114.62,-2.7696,-2.7696,0.0,13,13,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,slow_trend_reversal,slow_trend_reversal,False,False
x0_stretch18,2019-10-27T00:00:00Z,X0,X0_CHOP_STRETCH18,2019-11-01T04:00:00Z,2019-11-01T04:00:00Z,-494.04,-586.06,-92.02,-2.287,-2.287,0.0,31,31,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2019-11-12T00:00:00Z,X0,X0_CHOP_STRETCH18,2019-11-12T04:00:00Z,2019-11-12T04:00:00Z,-86.61,-104.09,-17.48,-0.4157,-0.4157,0.0,1,1,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,false_breakout,false_breakout,False,False
x0_stretch18,2019-12-29T04:00:00Z,X0,X0_CHOP_STRETCH18,2019-12-31T16:00:00Z,2019-12-31T16:00:00Z,-420.07,-504.87,-84.8,-2.0247,-2.0247,0.0,15,15,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2020-01-05T00:00:00Z,X0,X0_CHOP_STRETCH18,2020-01-10T00:00:00Z,2020-01-10T00:00:00Z,1173.5,1410.4,236.9,5.773,5.773,0.0,30,30,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-02-18T08:00:00Z,X0,X0_CHOP_STRETCH18,2020-02-20T12:00:00Z,2020-02-20T12:00:00Z,-685.18,-841.36,-156.18,-2.7895,-2.7895,0.0,13,13,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2020-04-03T16:00:00Z,X0,X0_CHOP_STRETCH18,2020-04-10T12:00:00Z,2020-04-10T12:00:00Z,535.27,657.28,122.01,2.2417,2.2417,0.0,41,41,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-04-23T12:00:00Z,X0,X0_CHOP_STRETCH18,2020-05-10T04:00:00Z,2020-05-10T04:00:00Z,4642.72,5963.22,1320.5,20.2671,20.2671,0.0,100,100,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-05-11T04:00:00Z,X0,X0_CHOP_STRETCH18,2020-05-21T16:00:00Z,2020-05-21T16:00:00Z,1080.19,1387.42,307.23,3.9208,3.9208,0.0,63,63,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-05-23T04:00:00Z,X0,X0_CHOP_STRETCH18,2020-05-25T00:00:00Z,2020-05-25T00:00:00Z,-1885.2,-2421.4,-536.2,-6.5846,-6.5846,0.0,11,11,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,other_loss,other_loss,False,False
x0_stretch18,2020-07-09T00:00:00Z,X0,X0_CHOP_STRETCH18,2020-07-10T08:00:00Z,2020-07-10T08:00:00Z,-841.89,-1135.6,-293.71,-3.4626,-3.4626,0.0,8,8,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,other_loss,other_loss,False,False
x0_stretch18,2020-07-11T04:00:00Z,X0,X0_CHOP_STRETCH18,2020-07-11T12:00:00Z,2020-07-11T12:00:00Z,-287.97,-388.43,-100.46,-1.2269,-1.2269,0.0,2,2,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,other_loss,other_loss,False,False
x0_stretch18,2020-07-25T20:00:00Z,X0,X0_CHOP_STRETCH18,2020-08-03T00:00:00Z,2020-08-03T00:00:00Z,3216.1,4338.12,1122.02,13.872,13.872,0.0,49,49,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-08-12T12:00:00Z,X0,X0_CHOP_STRETCH18,2020-08-19T04:00:00Z,2020-08-19T04:00:00Z,744.44,931.15,186.71,2.7716,2.7716,0.0,40,40,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-08-31T04:00:00Z,X0,X0_CHOP_STRETCH18,2020-09-02T12:00:00Z,2020-09-02T12:00:00Z,-748.29,-947.03,-198.74,-2.8252,-2.8252,0.0,14,14,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2020-09-18T08:00:00Z,X0,X0_CHOP_STRETCH18,2020-09-21T12:00:00Z,2020-09-21T12:00:00Z,-871.07,-1102.42,-231.35,-3.3844,-3.3844,0.0,19,19,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2020-09-28T16:00:00Z,X0,X0_CHOP_STRETCH18,2020-10-02T08:00:00Z,2020-10-02T08:00:00Z,-1056.85,-1337.54,-280.69,-4.25,-4.25,0.0,22,22,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,other_loss,other_loss,False,False
x0_stretch18,2020-10-09T04:00:00Z,X0,X0_CHOP_STRETCH18,2020-10-29T12:00:00Z,2020-10-29T12:00:00Z,4591.36,5810.76,1219.4,19.2833,19.2833,0.0,122,122,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-11-27T20:00:00Z,X0,X0_CHOP_STRETCH18,2020-12-08T12:00:00Z,2020-12-08T12:00:00Z,4113.62,5050.15,936.53,11.1064,11.1064,0.0,64,64,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2020-12-11T00:00:00Z,X0,X0_CHOP_STRETCH18,2021-01-11T08:00:00Z,2021-01-11T08:00:00Z,35947.11,44130.97,8183.86,87.3524,87.3524,0.0,188,188,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-01-12T04:00:00Z,X0,X0_CHOP_STRETCH18,2021-01-17T08:00:00Z,2021-01-17T08:00:00Z,-875.8,-1075.19,-199.39,-1.1359,-1.1359,0.0,31,31,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2021-01-17T20:00:00Z,X0,X0_CHOP_STRETCH18,2021-01-21T12:00:00Z,2021-01-21T12:00:00Z,-7674.19,-9421.33,-1747.14,-10.0681,-10.0681,0.0,22,22,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2021-02-02T04:00:00Z,X0,X0_CHOP_STRETCH18,2021-02-23T08:00:00Z,2021-02-23T08:00:00Z,32362.7,39730.53,7367.83,47.2111,47.2111,0.0,127,127,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-02-24T00:00:00Z,X0,X0_CHOP_STRETCH18,2021-02-28T04:00:00Z,2021-02-28T04:00:00Z,-9248.65,-11354.23,-2105.58,-9.1651,-9.1651,0.0,25,25,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2021-03-02T08:00:00Z,X0,X0_CHOP_STRETCH18,2021-03-16T00:00:00Z,2021-03-16T00:00:00Z,13268.73,16289.54,3020.81,14.4756,14.4756,0.0,82,82,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-03-28T16:00:00Z,X0,X0_CHOP_STRETCH18,2021-04-07T12:00:00Z,2021-04-07T12:00:00Z,-531.88,-658.38,-126.5,-0.5632,-0.5632,0.0,59,59,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2021-04-09T04:00:00Z,X0,X0_CHOP_STRETCH18,2021-04-17T12:00:00Z,2021-04-17T12:00:00Z,4206.61,5207.04,1000.43,4.4796,4.4796,0.0,50,50,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-05-02T16:00:00Z,X0,X0_CHOP_STRETCH18,2021-05-04T16:00:00Z,2021-05-04T16:00:00Z,-5306.47,-6568.47,-1262.0,-5.4086,-5.4086,0.0,12,12,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2021-05-06T04:00:00Z,X0,X0_CHOP_STRETCH18,2021-05-12T20:00:00Z,2021-05-12T20:00:00Z,-4299.98,-5322.62,-1022.64,-4.6333,-4.6333,0.0,40,40,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2021-07-25T12:00:00Z,X0,X0_CHOP_STRETCH18,2021-08-02T20:00:00Z,2021-08-02T20:00:00Z,11792.68,14597.25,2804.57,13.3242,13.3242,0.0,50,50,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-08-04T08:00:00Z,X0,X0_CHOP_STRETCH18,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,17616.18,21805.72,4189.54,17.5638,17.5638,0.0,82,82,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-08-27T04:00:00Z,X0,X0_CHOP_STRETCH18,2021-09-07T16:00:00Z,2021-09-07T16:00:00Z,-1039.92,-1313.58,-273.66,-0.8519,-0.8519,0.0,69,69,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2021-09-18T08:00:00Z,X0,X0_CHOP_STRETCH18,2021-09-20T04:00:00Z,2021-09-20T04:00:00Z,-8230.56,-10396.48,-2165.92,-6.8002,-6.8002,0.0,11,11,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,other_loss,other_loss,False,False
x0_stretch18,2021-10-29T04:00:00Z,X0,X0_CHOP_STRETCH18,2021-11-06T08:00:00Z,2021-11-06T08:00:00Z,-2689.55,-3454.97,-765.42,-1.8742,-1.8742,0.0,49,49,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2021-11-06T20:00:00Z,X0,X0_CHOP_STRETCH18,2021-11-12T08:00:00Z,2021-11-12T08:00:00Z,6884.9,8844.29,1959.39,4.8893,4.8893,0.0,33,33,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2021-12-26T00:00:00Z,X0,X0_CHOP_STRETCH18,2021-12-28T16:00:00Z,2021-12-28T16:00:00Z,-4611.6,-5985.4,-1373.8,-3.3855,-3.3855,0.0,16,16,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2022-02-05T20:00:00Z,X0,X0_CHOP_STRETCH18,2022-02-12T16:00:00Z,2022-02-12T16:00:00Z,1168.67,1516.83,348.16,0.888,0.888,0.0,41,41,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2022-02-15T00:00:00Z,X0,X0_CHOP_STRETCH18,2022-02-17T16:00:00Z,2022-02-17T16:00:00Z,-2558.35,-3320.49,-762.14,-1.9269,-1.9269,0.0,16,16,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2022-03-01T16:00:00Z,X0,X0_CHOP_STRETCH18,2022-03-04T16:00:00Z,2022-03-04T16:00:00Z,-9405.29,-12207.16,-2801.87,-7.2229,-7.2229,0.0,18,18,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2022-03-17T16:00:00Z,X0,X0_CHOP_STRETCH18,2022-03-31T20:00:00Z,2022-03-31T20:00:00Z,13491.15,17510.2,4019.05,11.1673,11.1673,0.0,85,85,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2022-07-19T04:00:00Z,X0,X0_CHOP_STRETCH18,2022-07-23T12:00:00Z,2022-07-23T12:00:00Z,1254.61,1612.37,357.76,0.9855,0.9855,0.0,26,26,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2022-07-24T00:00:00Z,X0,X0_CHOP_STRETCH18,2022-07-26T00:00:00Z,2022-07-26T00:00:00Z,-7124.26,-9155.77,-2031.51,-5.5414,-5.5414,0.0,12,12,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2022-08-03T16:00:00Z,X0,X0_CHOP_STRETCH18,2022-08-09T16:00:00Z,2022-08-09T16:00:00Z,-2017.06,-2519.33,-502.27,-1.6822,-1.6822,0.0,36,36,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2022-08-10T12:00:00Z,X0,X0_CHOP_STRETCH18,2022-08-17T16:00:00Z,2022-08-17T16:00:00Z,779.4,973.49,194.09,0.6611,0.6611,0.0,43,43,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2022-09-11T16:00:00Z,X0,X0_CHOP_STRETCH18,2022-09-13T16:00:00Z,2022-09-13T16:00:00Z,-5023.58,-6274.52,-1250.94,-4.2334,-4.2334,0.0,12,12,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,other_loss,other_loss,False,False
x0_stretch18,2022-09-13T20:00:00Z,X0,X0_CHOP_STRETCH18,2022-09-15T16:00:00Z,2022-09-15T16:00:00Z,-3618.94,-4520.11,-901.17,-3.1845,-3.1845,0.0,11,11,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,other_loss,other_loss,False,False
x0_stretch18,2022-10-26T04:00:00Z,X0,X0_CHOP_STRETCH18,2022-11-03T00:00:00Z,2022-11-03T00:00:00Z,-1037.97,-1298.52,-260.55,-0.9838,-0.9838,0.0,47,47,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2022-11-03T04:00:00Z,X0,X0_CHOP_STRETCH18,2022-11-07T08:00:00Z,2022-11-07T08:00:00Z,1139.59,1425.66,286.07,1.0908,1.0908,0.0,25,25,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2022-12-07T04:00:00Z,X0,X0_CHOP_STRETCH18,2022-12-07T08:00:00Z,2022-12-07T08:00:00Z,-2143.53,-2681.6,-538.07,-2.0296,-2.0296,0.0,1,1,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,false_breakout,false_breakout,False,False
x0_stretch18,2022-12-09T08:00:00Z,X0,X0_CHOP_STRETCH18,2022-12-12T08:00:00Z,2022-12-12T08:00:00Z,-2238.96,-2800.99,-562.03,-2.1639,-2.1639,0.0,18,18,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,false_breakout,false_breakout,False,False
x0_stretch18,2022-12-12T12:00:00Z,X0,X0_CHOP_STRETCH18,2022-12-15T16:00:00Z,2022-12-15T16:00:00Z,2097.66,2624.22,526.56,2.0722,2.0722,0.0,19,19,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-01-09T00:00:00Z,X0,X0_CHOP_STRETCH18,2023-01-30T20:00:00Z,2023-01-30T20:00:00Z,33441.36,41835.9,8394.54,32.3648,32.3648,0.0,131,131,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-02-06T12:00:00Z,X0,X0_CHOP_STRETCH18,2023-02-09T20:00:00Z,2023-02-09T20:00:00Z,-5687.07,-7158.01,-1470.94,-4.1835,-4.1835,0.0,20,20,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2023-02-16T04:00:00Z,X0,X0_CHOP_STRETCH18,2023-02-17T00:00:00Z,2023-02-17T00:00:00Z,-7010.8,-8824.13,-1813.33,-5.3825,-5.3825,0.0,5,5,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2023-02-18T00:00:00Z,X0,X0_CHOP_STRETCH18,2023-02-22T16:00:00Z,2023-02-22T16:00:00Z,-4873.71,-6134.29,-1260.58,-3.9546,-3.9546,0.0,28,28,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2023-03-14T16:00:00Z,X0,X0_CHOP_STRETCH18,2023-03-27T16:00:00Z,2023-03-27T16:00:00Z,3556.82,4679.92,1123.1,3.3782,3.3782,0.0,78,78,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-04-30T08:00:00Z,X0,X0_CHOP_STRETCH18,2023-05-01T16:00:00Z,2023-05-01T16:00:00Z,-4872.62,-6324.34,-1451.72,-4.2243,-4.2243,0.0,8,8,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2023-05-04T04:00:00Z,X0,X0_CHOP_STRETCH18,2023-05-08T00:00:00Z,2023-05-08T00:00:00Z,-3069.95,-3984.59,-914.64,-2.7788,-2.7788,0.0,23,23,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2023-05-30T00:00:00Z,X0,X0_CHOP_STRETCH18,2023-05-31T16:00:00Z,2023-05-31T16:00:00Z,-3713.85,-4820.33,-1106.48,-3.4578,-3.4578,0.0,10,10,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2023-06-20T12:00:00Z,X0,X0_CHOP_STRETCH18,2023-06-29T00:00:00Z,2023-06-29T00:00:00Z,11635.47,15102.07,3466.6,11.2212,11.2212,0.0,51,51,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-07-15T00:00:00Z,X0,X0_CHOP_STRETCH18,2023-07-20T00:00:00Z,2023-07-20T00:00:00Z,-1995.36,-2694.7,-699.34,-1.8209,-1.8209,0.0,30,30,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,false_breakout,false_breakout,False,False
x0_stretch18,2023-09-17T12:00:00Z,X0,X0_CHOP_STRETCH18,2023-09-22T00:00:00Z,2023-09-22T00:00:00Z,-530.93,-717.02,-186.09,-0.4935,-0.4935,0.0,27,27,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2023-09-24T20:00:00Z,X0,X0_CHOP_STRETCH18,2023-09-26T00:00:00Z,2023-09-26T00:00:00Z,-1115.38,-1506.31,-390.93,-1.0419,-1.0419,0.0,7,7,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,other_loss,other_loss,False,False
x0_stretch18,2023-09-29T04:00:00Z,X0,X0_CHOP_STRETCH18,2023-10-03T16:00:00Z,2023-10-03T16:00:00Z,984.85,1330.02,345.17,0.9297,0.9297,0.0,27,27,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-10-12T00:00:00Z,X0,X0_CHOP_STRETCH18,2023-10-13T04:00:00Z,2023-10-13T04:00:00Z,-898.87,-1212.11,-313.24,-0.8461,-0.8461,0.0,7,7,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,other_loss,other_loss,False,False
x0_stretch18,2023-10-16T16:00:00Z,X0,X0_CHOP_STRETCH18,2023-11-14T20:00:00Z,2023-11-14T20:00:00Z,26475.04,35700.96,9225.92,25.1346,25.1346,0.0,175,175,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-11-27T20:00:00Z,X0,X0_CHOP_STRETCH18,2023-12-11T08:00:00Z,2023-12-11T08:00:00Z,17127.96,24317.79,7189.83,13.6817,13.6817,0.0,81,81,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-12-12T00:00:00Z,X0,X0_CHOP_STRETCH18,2023-12-18T00:00:00Z,2023-12-18T00:00:00Z,-293.67,-416.95,-123.28,-0.2064,-0.2064,0.0,36,36,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2023-12-18T16:00:00Z,X0,X0_CHOP_STRETCH18,2023-12-26T16:00:00Z,2023-12-26T16:00:00Z,3146.13,4466.79,1320.66,2.2152,2.2152,0.0,48,48,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2023-12-26T20:00:00Z,X0,X0_CHOP_STRETCH18,2024-01-03T20:00:00Z,2024-01-03T20:00:00Z,948.39,1346.5,398.11,0.6533,0.6533,0.0,48,48,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2024-01-06T00:00:00Z,X0,X0_CHOP_STRETCH18,2024-01-12T20:00:00Z,2024-01-12T20:00:00Z,-2943.8,-4179.53,-1235.73,-2.0147,-2.0147,0.0,41,41,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,late_exit_giveback,late_exit_giveback,False,False
x0_stretch18,2024-01-30T12:00:00Z,X0,X0_CHOP_STRETCH18,2024-03-05T20:00:00Z,2024-03-05T20:00:00Z,57769.05,82018.83,24249.78,40.3488,40.3488,0.0,212,212,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2024-03-17T12:00:00Z,X0,X0_CHOP_STRETCH18,2024-03-19T12:00:00Z,2024-03-19T12:00:00Z,-12552.51,-16622.38,-4069.87,-6.2561,-6.2561,0.0,12,12,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,trail_stop_noise,trail_stop_noise,False,False
x0_stretch18,2024-03-21T04:00:00Z,X0,X0_CHOP_STRETCH18,2024-03-23T12:00:00Z,2024-03-23T12:00:00Z,-6623.58,-8771.13,-2147.55,-3.5214,-3.5214,0.0,14,14,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,slow_trend_reversal,slow_trend_reversal,False,False
x0_stretch18,2024-03-25T04:00:00Z,X0,X0_CHOP_STRETCH18,2024-04-01T16:00:00Z,2024-04-01T16:00:00Z,1473.36,1951.06,477.7,0.8119,0.8119,0.0,45,45,0,same_exit,x0_trail_stop,x0_chop_stretch18_trail_stop,winner,winner,True,True
x0_stretch18,2024-04-02T16:00:00Z,X0,X0_CHOP_STRETCH18,2024-04-04T08:00:00Z,2024-04-04T08:00:00Z,2304.69,3255.38,950.69,1.3438,1.3438,0.0,10,10,0,same_exit,x0_trend_exit,x0_chop_stretch18_trend_exit,winner,winner,True,True
