date,ret,equity,drawdown
2019-03-26 00:00:00+00:00,0.0,1.0,0.0
2019-03-27 00:00:00+00:00,0.0,1.0,0.0
2019-03-28 00:00:00+00:00,0.0,1.0,0.0
2019-03-29 00:00:00+00:00,0.0,1.0,0.0
2019-03-30 00:00:00+00:00,0.0,1.0,0.0
2019-03-31 00:00:00+00:00,0.0,1.0,0.0
2019-04-01 00:00:00+00:00,0.0,1.0,0.0
2019-04-02 00:00:00+00:00,0.0,1.0,0.0
2019-04-03 00:00:00+00:00,0.0,1.0,0.0
2019-04-04 00:00:00+00:00,0.0,1.0,0.0
2019-04-05 00:00:00+00:00,0.0,1.0,0.0
2019-04-06 00:00:00+00:00,0.0,1.0,0.0
2019-04-07 00:00:00+00:00,0.0,1.0,0.0
2019-04-08 00:00:00+00:00,0.0,1.0,0.0
2019-04-09 00:00:00+00:00,0.0,1.0,0.0
2019-04-10 00:00:00+00:00,0.0,1.0,0.0
2019-04-11 00:00:00+00:00,0.0,1.0,0.0
2019-04-12 00:00:00+00:00,0.0,1.0,0.0
2019-04-13 00:00:00+00:00,0.0,1.0,0.0
2019-04-14 00:00:00+00:00,0.0,1.0,0.0
2019-04-15 00:00:00+00:00,0.0,1.0,0.0
2019-04-16 00:00:00+00:00,0.0,1.0,0.0
2019-04-17 00:00:00+00:00,0.0,1.0,0.0
2019-04-18 00:00:00+00:00,0.0,1.0,0.0
2019-04-19 00:00:00+00:00,0.0,1.0,0.0
2019-04-20 00:00:00+00:00,0.0,1.0,0.0
2019-04-21 00:00:00+00:00,0.0,1.0,0.0
2019-04-22 00:00:00+00:00,0.0,1.0,0.0
2019-04-23 00:00:00+00:00,0.0,1.0,0.0
2019-04-24 00:00:00+00:00,0.0,1.0,0.0
2019-04-25 00:00:00+00:00,0.0,1.0,0.0
2019-04-26 00:00:00+00:00,0.0,1.0,0.0
2019-04-27 00:00:00+00:00,0.0,1.0,0.0
2019-04-28 00:00:00+00:00,0.0,1.0,0.0
2019-04-29 00:00:00+00:00,0.0,1.0,0.0
2019-04-30 00:00:00+00:00,0.0,1.0,0.0
2019-05-01 00:00:00+00:00,0.0,1.0,0.0
2019-05-02 00:00:00+00:00,0.0,1.0,0.0
2019-05-03 00:00:00+00:00,0.0,1.0,0.0
2019-05-04 00:00:00+00:00,0.0,1.0,0.0
2019-05-05 00:00:00+00:00,0.0,1.0,0.0
2019-05-06 00:00:00+00:00,0.0,1.0,0.0
2019-05-07 00:00:00+00:00,0.0,1.0,0.0
2019-05-08 00:00:00+00:00,0.0,1.0,0.0
2019-05-09 00:00:00+00:00,0.0,1.0,0.0
2019-05-10 00:00:00+00:00,0.0,1.0,0.0
2019-05-11 00:00:00+00:00,0.0,1.0,0.0
2019-05-12 00:00:00+00:00,0.0,1.0,0.0
2019-05-13 00:00:00+00:00,0.0,1.0,0.0
2019-05-14 00:00:00+00:00,0.0,1.0,0.0
2019-05-15 00:00:00+00:00,0.0,1.0,0.0
2019-05-16 00:00:00+00:00,0.0,1.0,0.0
2019-05-17 00:00:00+00:00,0.0,1.0,0.0
2019-05-18 00:00:00+00:00,0.0,1.0,0.0
2019-05-19 00:00:00+00:00,0.0,1.0,0.0
2019-05-20 00:00:00+00:00,0.0,1.0,0.0
2019-05-21 00:00:00+00:00,0.0,1.0,0.0
2019-05-22 00:00:00+00:00,0.0,1.0,0.0
2019-05-23 00:00:00+00:00,0.0,1.0,0.0
2019-05-24 00:00:00+00:00,0.0,1.0,0.0
2019-05-25 00:00:00+00:00,0.0,1.0,0.0
2019-05-26 00:00:00+00:00,0.0,1.0,0.0
2019-05-27 00:00:00+00:00,0.0,1.0,0.0
2019-05-28 00:00:00+00:00,0.0,1.0,0.0
2019-05-29 00:00:00+00:00,0.0,1.0,0.0
2019-05-30 00:00:00+00:00,0.0,1.0,0.0
2019-05-31 00:00:00+00:00,0.0,1.0,0.0
2019-06-01 00:00:00+00:00,0.0,1.0,0.0
2019-06-02 00:00:00+00:00,0.0,1.0,0.0
2019-06-03 00:00:00+00:00,0.0,1.0,0.0
2019-06-04 00:00:00+00:00,0.0,1.0,0.0
2019-06-05 00:00:00+00:00,0.0,1.0,0.0
2019-06-06 00:00:00+00:00,0.0,1.0,0.0
2019-06-07 00:00:00+00:00,0.0,1.0,0.0
2019-06-08 00:00:00+00:00,0.0,1.0,0.0
2019-06-09 00:00:00+00:00,0.0,1.0,0.0
2019-06-10 00:00:00+00:00,0.0,1.0,0.0
2019-06-11 00:00:00+00:00,0.0,1.0,0.0
2019-06-12 00:00:00+00:00,0.0,1.0,0.0
2019-06-13 00:00:00+00:00,0.0,1.0,0.0
2019-06-14 00:00:00+00:00,0.0,1.0,0.0
2019-06-15 00:00:00+00:00,0.0,1.0,0.0
2019-06-16 00:00:00+00:00,0.0,1.0,0.0
2019-06-17 00:00:00+00:00,0.0,1.0,0.0
2019-06-18 00:00:00+00:00,0.0,1.0,0.0
2019-06-19 00:00:00+00:00,0.0,1.0,0.0
2019-06-20 00:00:00+00:00,0.0,1.0,0.0
2019-06-21 00:00:00+00:00,0.0,1.0,0.0
2019-06-22 00:00:00+00:00,0.0,1.0,0.0
2019-06-23 00:00:00+00:00,0.0,1.0,0.0
2019-06-24 00:00:00+00:00,0.0,1.0,0.0
2019-06-25 00:00:00+00:00,0.0,1.0,0.0
2019-06-26 00:00:00+00:00,0.0,1.0,0.0
2019-06-27 00:00:00+00:00,0.0,1.0,0.0
2019-06-28 00:00:00+00:00,0.0,1.0,0.0
2019-06-29 00:00:00+00:00,0.0,1.0,0.0
2019-06-30 00:00:00+00:00,0.0,1.0,0.0
2019-07-01 00:00:00+00:00,0.0,1.0,0.0
2019-07-02 00:00:00+00:00,0.0,1.0,0.0
2019-07-03 00:00:00+00:00,0.0,1.0,0.0
2019-07-04 00:00:00+00:00,0.0,1.0,0.0
2019-07-05 00:00:00+00:00,0.0,1.0,0.0
2019-07-06 00:00:00+00:00,0.0,1.0,0.0
2019-07-07 00:00:00+00:00,0.0,1.0,0.0
2019-07-08 00:00:00+00:00,0.0,1.0,0.0
2019-07-09 00:00:00+00:00,0.0,1.0,0.0
2019-07-10 00:00:00+00:00,0.0,1.0,0.0
2019-07-11 00:00:00+00:00,0.0,1.0,0.0
2019-07-12 00:00:00+00:00,0.0,1.0,0.0
2019-07-13 00:00:00+00:00,0.0,1.0,0.0
2019-07-14 00:00:00+00:00,0.0,1.0,0.0
2019-07-15 00:00:00+00:00,0.0,1.0,0.0
2019-07-16 00:00:00+00:00,0.0,1.0,0.0
2019-07-17 00:00:00+00:00,0.0,1.0,0.0
2019-07-18 00:00:00+00:00,0.0,1.0,0.0
2019-07-19 00:00:00+00:00,0.0,1.0,0.0
2019-07-20 00:00:00+00:00,0.0,1.0,0.0
2019-07-21 00:00:00+00:00,0.0,1.0,0.0
2019-07-22 00:00:00+00:00,0.0,1.0,0.0
2019-07-23 00:00:00+00:00,0.0,1.0,0.0
2019-07-24 00:00:00+00:00,0.0,1.0,0.0
2019-07-25 00:00:00+00:00,0.0,1.0,0.0
2019-07-26 00:00:00+00:00,0.0,1.0,0.0
2019-07-27 00:00:00+00:00,0.0,1.0,0.0
2019-07-28 00:00:00+00:00,0.0,1.0,0.0
2019-07-29 00:00:00+00:00,0.0,1.0,0.0
2019-07-30 00:00:00+00:00,0.0,1.0,0.0
2019-07-31 00:00:00+00:00,0.0,1.0,0.0
2019-08-01 00:00:00+00:00,0.0,1.0,0.0
2019-08-02 00:00:00+00:00,0.0,1.0,0.0
2019-08-03 00:00:00+00:00,0.0,1.0,0.0
2019-08-04 00:00:00+00:00,0.0,1.0,0.0
2019-08-05 00:00:00+00:00,0.0,1.0,0.0
2019-08-06 00:00:00+00:00,0.0,1.0,0.0
2019-08-07 00:00:00+00:00,0.0,1.0,0.0
2019-08-08 00:00:00+00:00,0.0,1.0,0.0
2019-08-09 00:00:00+00:00,0.0,1.0,0.0
2019-08-10 00:00:00+00:00,0.0,1.0,0.0
2019-08-11 00:00:00+00:00,0.0,1.0,0.0
2019-08-12 00:00:00+00:00,0.0,1.0,0.0
2019-08-13 00:00:00+00:00,0.0,1.0,0.0
2019-08-14 00:00:00+00:00,0.0,1.0,0.0
2019-08-15 00:00:00+00:00,0.0,1.0,0.0
2019-08-16 00:00:00+00:00,0.0,1.0,0.0
2019-08-17 00:00:00+00:00,0.0,1.0,0.0
2019-08-18 00:00:00+00:00,0.0,1.0,0.0
2019-08-19 00:00:00+00:00,0.0,1.0,0.0
2019-08-20 00:00:00+00:00,0.0,1.0,0.0
2019-08-21 00:00:00+00:00,0.0,1.0,0.0
2019-08-22 00:00:00+00:00,0.0,1.0,0.0
2019-08-23 00:00:00+00:00,0.0,1.0,0.0
2019-08-24 00:00:00+00:00,0.0,1.0,0.0
2019-08-25 00:00:00+00:00,0.0,1.0,0.0
2019-08-26 00:00:00+00:00,0.0,1.0,0.0
2019-08-27 00:00:00+00:00,0.0,1.0,0.0
2019-08-28 00:00:00+00:00,0.0,1.0,0.0
2019-08-29 00:00:00+00:00,0.0,1.0,0.0
2019-08-30 00:00:00+00:00,0.0,1.0,0.0
2019-08-31 00:00:00+00:00,0.0,1.0,0.0
2019-09-01 00:00:00+00:00,0.0,1.0,0.0
2019-09-02 00:00:00+00:00,0.0,1.0,0.0
2019-09-03 00:00:00+00:00,0.0,1.0,0.0
2019-09-04 00:00:00+00:00,0.0,1.0,0.0
2019-09-05 00:00:00+00:00,0.0,1.0,0.0
2019-09-06 00:00:00+00:00,0.0,1.0,0.0
2019-09-07 00:00:00+00:00,0.0,1.0,0.0
2019-09-08 00:00:00+00:00,0.0,1.0,0.0
2019-09-09 00:00:00+00:00,0.0,1.0,0.0
2019-09-10 00:00:00+00:00,0.0,1.0,0.0
2019-09-11 00:00:00+00:00,0.0,1.0,0.0
2019-09-12 00:00:00+00:00,0.0,1.0,0.0
2019-09-13 00:00:00+00:00,0.0,1.0,0.0
2019-09-14 00:00:00+00:00,0.0,1.0,0.0
2019-09-15 00:00:00+00:00,0.0,1.0,0.0
2019-09-16 00:00:00+00:00,0.0,1.0,0.0
2019-09-17 00:00:00+00:00,0.0,1.0,0.0
2019-09-18 00:00:00+00:00,0.0,1.0,0.0
2019-09-19 00:00:00+00:00,0.0,1.0,0.0
2019-09-20 00:00:00+00:00,0.0,1.0,0.0
2019-09-21 00:00:00+00:00,0.0,1.0,0.0
2019-09-22 00:00:00+00:00,0.0,1.0,0.0
2019-09-23 00:00:00+00:00,0.0,1.0,0.0
2019-09-24 00:00:00+00:00,0.0,1.0,0.0
2019-09-25 00:00:00+00:00,0.0,1.0,0.0
2019-09-26 00:00:00+00:00,0.0,1.0,0.0
2019-09-27 00:00:00+00:00,0.0,1.0,0.0
2019-09-28 00:00:00+00:00,0.0,1.0,0.0
2019-09-29 00:00:00+00:00,0.0,1.0,0.0
2019-09-30 00:00:00+00:00,0.0,1.0,0.0
2019-10-01 00:00:00+00:00,0.0,1.0,0.0
2019-10-02 00:00:00+00:00,0.0,1.0,0.0
2019-10-03 00:00:00+00:00,0.0,1.0,0.0
2019-10-04 00:00:00+00:00,0.0,1.0,0.0
2019-10-05 00:00:00+00:00,0.0,1.0,0.0
2019-10-06 00:00:00+00:00,0.0,1.0,0.0
2019-10-07 00:00:00+00:00,0.0,1.0,0.0
2019-10-08 00:00:00+00:00,0.0,1.0,0.0
2019-10-09 00:00:00+00:00,0.0,1.0,0.0
2019-10-10 00:00:00+00:00,0.0,1.0,0.0
2019-10-11 00:00:00+00:00,0.0,1.0,0.0
2019-10-12 00:00:00+00:00,0.0,1.0,0.0
2019-10-13 00:00:00+00:00,0.0,1.0,0.0
2019-10-14 00:00:00+00:00,0.0,1.0,0.0
2019-10-15 00:00:00+00:00,0.0,1.0,0.0
2019-10-16 00:00:00+00:00,0.0,1.0,0.0
2019-10-17 00:00:00+00:00,0.0,1.0,0.0
2019-10-18 00:00:00+00:00,0.0,1.0,0.0
2019-10-19 00:00:00+00:00,0.0,1.0,0.0
2019-10-20 00:00:00+00:00,0.0,1.0,0.0
2019-10-21 00:00:00+00:00,0.0,1.0,0.0
2019-10-22 00:00:00+00:00,0.0,1.0,0.0
2019-10-23 00:00:00+00:00,0.0,1.0,0.0
2019-10-24 00:00:00+00:00,0.0,1.0,0.0
2019-10-25 00:00:00+00:00,0.0,1.0,0.0
2019-10-26 00:00:00+00:00,0.0,1.0,0.0
2019-10-27 00:00:00+00:00,0.0,1.0,0.0
2019-10-28 00:00:00+00:00,0.0,1.0,0.0
2019-10-29 00:00:00+00:00,0.0,1.0,0.0
2019-10-30 00:00:00+00:00,0.0,1.0,0.0
2019-10-31 00:00:00+00:00,0.0,1.0,0.0
2019-11-01 00:00:00+00:00,0.0,1.0,0.0
2019-11-02 00:00:00+00:00,0.0,1.0,0.0
2019-11-03 00:00:00+00:00,0.0,1.0,0.0
2019-11-04 00:00:00+00:00,0.0,1.0,0.0
2019-11-05 00:00:00+00:00,0.0,1.0,0.0
2019-11-06 00:00:00+00:00,0.0,1.0,0.0
2019-11-07 00:00:00+00:00,0.0,1.0,0.0
2019-11-08 00:00:00+00:00,0.0,1.0,0.0
2019-11-09 00:00:00+00:00,0.0,1.0,0.0
2019-11-10 00:00:00+00:00,0.0,1.0,0.0
2019-11-11 00:00:00+00:00,0.0,1.0,0.0
2019-11-12 00:00:00+00:00,0.0,1.0,0.0
2019-11-13 00:00:00+00:00,0.0,1.0,0.0
2019-11-14 00:00:00+00:00,0.0,1.0,0.0
2019-11-15 00:00:00+00:00,0.0,1.0,0.0
2019-11-16 00:00:00+00:00,0.0,1.0,0.0
2019-11-17 00:00:00+00:00,0.0,1.0,0.0
2019-11-18 00:00:00+00:00,0.0,1.0,0.0
2019-11-19 00:00:00+00:00,0.0,1.0,0.0
2019-11-20 00:00:00+00:00,0.0,1.0,0.0
2019-11-21 00:00:00+00:00,0.0,1.0,0.0
2019-11-22 00:00:00+00:00,0.0,1.0,0.0
2019-11-23 00:00:00+00:00,0.0,1.0,0.0
2019-11-24 00:00:00+00:00,0.0,1.0,0.0
2019-11-25 00:00:00+00:00,0.0,1.0,0.0
2019-11-26 00:00:00+00:00,0.0,1.0,0.0
2019-11-27 00:00:00+00:00,0.0,1.0,0.0
2019-11-28 00:00:00+00:00,0.0,1.0,0.0
2019-11-29 00:00:00+00:00,0.0,1.0,0.0
2019-11-30 00:00:00+00:00,0.0,1.0,0.0
2019-12-01 00:00:00+00:00,0.0,1.0,0.0
2019-12-02 00:00:00+00:00,0.0,1.0,0.0
2019-12-03 00:00:00+00:00,0.0,1.0,0.0
2019-12-04 00:00:00+00:00,0.0,1.0,0.0
2019-12-05 00:00:00+00:00,0.0,1.0,0.0
2019-12-06 00:00:00+00:00,0.0,1.0,0.0
2019-12-07 00:00:00+00:00,0.0,1.0,0.0
2019-12-08 00:00:00+00:00,0.0,1.0,0.0
2019-12-09 00:00:00+00:00,0.0,1.0,0.0
2019-12-10 00:00:00+00:00,0.0,1.0,0.0
2019-12-11 00:00:00+00:00,0.0,1.0,0.0
2019-12-12 00:00:00+00:00,0.0,1.0,0.0
2019-12-13 00:00:00+00:00,0.0,1.0,0.0
2019-12-14 00:00:00+00:00,0.0,1.0,0.0
2019-12-15 00:00:00+00:00,0.0,1.0,0.0
2019-12-16 00:00:00+00:00,0.0,1.0,0.0
2019-12-17 00:00:00+00:00,0.0,1.0,0.0
2019-12-18 00:00:00+00:00,0.0,1.0,0.0
2019-12-19 00:00:00+00:00,0.0,1.0,0.0
2019-12-20 00:00:00+00:00,0.0,1.0,0.0
2019-12-21 00:00:00+00:00,0.0,1.0,0.0
2019-12-22 00:00:00+00:00,0.0,1.0,0.0
2019-12-23 00:00:00+00:00,0.0,1.0,0.0
2019-12-24 00:00:00+00:00,0.0,1.0,0.0
2019-12-25 00:00:00+00:00,0.0,1.0,0.0
2019-12-26 00:00:00+00:00,0.0,1.0,0.0
2019-12-27 00:00:00+00:00,0.0,1.0,0.0
2019-12-28 00:00:00+00:00,0.0,1.0,0.0
2019-12-29 00:00:00+00:00,0.0,1.0,0.0
2019-12-30 00:00:00+00:00,0.0,1.0,0.0
2019-12-31 00:00:00+00:00,0.0,1.0,0.0
2020-01-01 00:00:00+00:00,0.0,1.0,0.0
2020-01-02 00:00:00+00:00,0.0,1.0,0.0
2020-01-03 00:00:00+00:00,0.0,1.0,0.0
2020-01-04 00:00:00+00:00,0.0,1.0,0.0
2020-01-05 00:00:00+00:00,0.0,1.0,0.0
2020-01-06 00:00:00+00:00,0.0,1.0,0.0
2020-01-07 00:00:00+00:00,0.0,1.0,0.0
2020-01-08 00:00:00+00:00,0.0,1.0,0.0
2020-01-09 00:00:00+00:00,0.0,1.0,0.0
2020-01-10 00:00:00+00:00,0.0,1.0,0.0
2020-01-11 00:00:00+00:00,0.0,1.0,0.0
2020-01-12 00:00:00+00:00,0.0,1.0,0.0
2020-01-13 00:00:00+00:00,0.0,1.0,0.0
2020-01-14 00:00:00+00:00,0.0,1.0,0.0
2020-01-15 00:00:00+00:00,-0.000401443966328463,0.9995985560336715,-0.000401443966328463
2020-01-16 00:00:00+00:00,-0.011321982628137772,0.9882811185471467,-0.01171888145285327
2020-01-17 00:00:00+00:00,0.02214640803197221,1.0101679954487857,0.0
2020-01-18 00:00:00+00:00,0.00020418993253890072,1.0103742615836295,0.0
2020-01-19 00:00:00+00:00,-0.023933577787773164,0.9861923905992537,-0.023933577787773386
2020-01-20 00:00:00+00:00,-0.006822789057795431,0.979463807947792,-0.030593073092924472
2020-01-21 00:00:00+00:00,0.010840801402396405,0.990081980570589,-0.020083925120217283
2020-01-22 00:00:00+00:00,-0.006097728490254362,0.9840447294699765,-0.026059187288069885
2020-01-23 00:00:00+00:00,-0.03204622487984843,0.952509810777552,-0.0572703135918986
2020-01-24 00:00:00+00:00,0.004101364503862115,0.9564164007050555,-0.05340383551932737
2020-01-25 00:00:00+00:00,-0.01768079829458269,0.9395061952385587,-0.07014041136993576
2020-01-26 00:00:00+00:00,0.014931421607284223,0.9535343583423214,-0.05625628581652409
2020-01-27 00:00:00+00:00,0.0340337505035182,0.9859867087906762,-0.024137147708740203
2020-01-28 00:00:00+00:00,0.05251376076752701,1.0377645789360712,0.0
2020-01-29 00:00:00+00:00,-0.00786851463520255,1.0295989131588177,-0.007868514635202772
2020-01-30 00:00:00+00:00,0.02257145836670582,1.0528384621615874,0.0
2020-01-31 00:00:00+00:00,-0.016801730953622918,1.0351489535827223,-0.016801730953622918
2020-02-01 00:00:00+00:00,0.0034966867022185877,1.03876854516353,-0.013363794640604554
2020-02-02 00:00:00+00:00,-0.025389214731233678,1.012395027514322,-0.03841371312008368
2020-02-03 00:00:00+00:00,-0.0043122340351430255,1.008029343219665,-0.04256029823409435
2020-02-04 00:00:00+00:00,-0.010152453626222191,0.9977953720587561,-0.05228066040617674
2020-02-05 00:00:00+00:00,0.04512439899010756,1.0428202885380184,-0.009515394795703624
2020-02-06 00:00:00+00:00,0.01664268630039656,1.0601756194678458,0.0
2020-02-07 00:00:00+00:00,0.004284690953745285,1.0647181443539613,0.0
2020-02-08 00:00:00+00:00,0.008270947139099816,1.0735243718439536,0.0
2020-02-09 00:00:00+00:00,0.02594026906409641,1.101371882896451,0.0
2020-02-10 00:00:00+00:00,-0.029549672370790203,1.0688267045984605,-0.029549672370790203
2020-02-11 00:00:00+00:00,0.03769283395623524,1.1091138121028805,0.0
2020-02-12 00:00:00+00:00,0.010001878103272022,1.1202070332541891,0.0
2020-02-13 00:00:00+00:00,-0.009447639930152407,1.109623720556779,-0.00944763993015274
2020-02-14 00:00:00+00:00,0.011398367974281953,1.1222716200366767,0.0
2020-02-15 00:00:00+00:00,-0.0425255888232815,1.0745463585749588,-0.04252558882328161
2020-02-16 00:00:00+00:00,0.0006300192034700558,1.07522334341588,-0.04192236155740903
2020-02-17 00:00:00+00:00,-0.02065444418658635,1.0530152028811819,-0.06171092266703804
2020-02-18 00:00:00+00:00,0.04726766948279426,1.1027887774513272,-0.0173601846803475
2020-02-19 00:00:00+00:00,-0.05608876926013162,1.040934712170197,-0.07247524254762983
2020-02-20 00:00:00+00:00,-0.0010000000000000009,1.0398937774580268,-0.07340276730508222
2020-02-21 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-22 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-23 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-24 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-25 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-26 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-27 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-28 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-02-29 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-01 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-02 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-03 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-04 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-05 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-06 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-07 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-08 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-09 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-10 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-11 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-12 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-13 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-14 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-15 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-16 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-17 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-18 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-19 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-20 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-21 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-22 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-23 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-24 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
2020-03-25 00:00:00+00:00,0.0,1.0398937774580268,-0.07340276730508222
